Components Table:
2103,	BaseAbstractMultivariateOptimizer.parseOptimizationData
749,	Array2DRowFieldMatrix.getColumnDimension
2521,	FourthMoment.getResult
10,	DerivativeStructure.acos
2670,	SynchronizedSummaryStatistics.clear
61,	DSCompiler.compileMultiplicationIndirection
5,	DSCompiler.getSize
2788,	RegressionResults.getParameterEstimate
407,	JacobianMultivariateVectorOptimizer.computeJacobian
2473,	DescriptiveStatistics.getGeometricMeanImpl
157,	Dfp.align
2643,	SynchronizedMultivariateSummaryStatistics.setGeoMeanImpl
602,	Dfp.ceil
1445,	DiagonalMatrix.add
1723,	DormandPrince54StepInterpolator.computeInterpolatedStateAndDerivatives
1209,	AbstractRealMatrix.getColumnVector
1556,	RealVector.combineToSelf
1329,	BlockFieldMatrix.add
867,	FractionFormat.parse
1718,	ChebyshevDistance.compute
1307,	RealVector.getMinIndex
2000,	NonLinearConjugateGradientOptimizer.findUpperBound
1929,	SimplexTableau.getSolution
123,	FastMath.signum
163,	Dfp.multiplyFast
2832,	Decimal64.abs
164,	Dfp.newInstance
858,	FractionField.getZero
2323,	RandomDataGenerator.nextSecureInt
261,	MaxCountExceededException.getMax
842,	BigFraction.getDenominatorAsInt
1249,	ArrayFieldVector.toArray
503,	UnivariateSolverUtils.isSequence
1031,	FieldVector3D.distance1
1811,	GraggBulirschStoerIntegrator.tryStep
328,	LoessInterpolator.tricube
1535,	SingularValueDecomposition.getSolver
490,	AbstractUnivariateDifferentiableSolver.computeObjectiveValueAndDerivative
1938,	SimplexTableau.isOptimal
1545,	MatrixUtils.fractionMatrixToRealMatrix
271,	BicubicSplineInterpolatingFunction.apply
1420,	ConjugateGradient.solveInPlace
2127,	AbstractLeastSquaresOptimizer.setUp
505,	LaguerreSolver.doSolve
1449,	DiagonalMatrix.getData
1741,	AbstractStepInterpolator.getCurrentTime
2395,	PearsonsCorrelation.getCorrelationStandardErrors
1167,	SubLine.getSegments
216,	FunctionUtils.combine
472,	BaseAbstractUnivariateSolver.incrementEvaluationCount
2128,	FunctionUtils.toDifferentiableMultivariateVectorFunction
2483,	DescriptiveStatistics.setMaxImpl
2892,	OpenIntToFieldHashMap.probe
1859,	ParameterConfiguration.setHP
1944,	SimplexTableau.getEntry
2161,	BaseMultivariateVectorMultiStartOptimizer.optimize
1751,	ExpandableStatefulODE.computeDerivatives
832,	BigFractionFormat.format
2836,	Decimal64.add
1579,	SingularValueDecomposition.getSingularValues
1975,	BaseOptimizer.getEvaluations
849,	BigFraction.floatValue
1502,	AbstractFieldMatrix.add
1221,	AbstractRealMatrix.setColumnMatrix
2086,	ResizableDoubleArray.compute
2434,	AggregateSummaryStatistics.getN
1992,	NonLinearConjugateGradientOptimizer.parseOptimizationData
1402,	BlockRealMatrix.copyBlockPart
1993,	SimpleBounds.getLower
204,	StepFunction.value
2653,	SynchronizedMultivariateSummaryStatistics.setMinImpl
429,	AbstractLeastSquaresOptimizer.squareRoot
1884,	AdamsIntegrator.initializeHighOrderDerivatives
670,	ResizableDoubleArray.checkContractExpand
1023,	FieldVector3D.negate
1568,	RealVector.walkInDefaultOrder
2782,	SimpleRegression.getIntercept
2544,	StandardDeviation.evaluate
2133,	BaseAbstractMultivariateVectorOptimizer.getObjectiveFunction
2175,	SmallPrimes.trialDivision
1207,	AbstractRealMatrix.getColumn
2705,	TestUtils.chiSquareTest
981,	SubOrientedPoint.split
960,	AbstractRegion.setSize
2885,	MathArrays.scale
289,	PolynomialFunctionLagrangeForm.verifyInterpolationArray
562,	RootsOfUnity.getImaginary
